gameDate,gameNum,team,quarter,time,down,dist,fieldSide,yardLine,yardsGained,outCome
11/26/2023,11,Panthers,1,11:13,3rd,1,OPP,49,-8,(11:13) 6-M.SERS RIGHT END TO CAR 43 FOR -8 YARDS (96-D.AUTRY).
12/3/2023,12,Panthers,4,8:53,3rd,3,OWN,43,12,"(8:53) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 15-J.MINGO TO TB 45 FOR 12 YARDS (29-C.IZIEN). FUMBLES (29-C.IZIEN), TOUCHED AT TB 42, RECOVERED BY CAR-6-M.SERS AT TB 42."
12/3/2023,12,Panthers,4,6:38,3rd,6,OPP,38,0,(6:38) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 15-J.MINGO.
12/3/2023,12,Panthers,4,2:27,3rd,1,OWN,40,0,(2:27) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT.
12/3/2023,12,Panthers,3,13:39,3rd,11,OWN,24,0,(13:39) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 84-S.SULLIVAN.
12/3/2023,12,Panthers,3,11:00,3rd,2,OWN,28,-9,(11:00) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 19 FOR -9 YARDS (31-A.WINFIELD).
12/3/2023,12,Panthers,3,8:01,3rd,9,OWN,36,16,(8:01) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 84-S.SULLIVAN TO TB 48 FOR 16 YARDS (30-D.DELANEY).
12/3/2023,12,Panthers,3,4:49,3rd,10,OWN,25,0,(4:49) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP MIDDLE TO 17-D.CHARK (31-A.WINFIELD).
12/3/2023,12,Panthers,3,1:28,3rd,10,OWN,34,-9,(1:28) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 25 FOR -9 YARDS (51-J.RUSSELL).
12/3/2023,12,Panthers,2,14:14,3rd,1,OPP,2,-3,(14:14) (SHOTGUN) 30-C.HUBBARD RIGHT END TO TB 5 FOR -3 YARDS (23-R.NEAL).
12/3/2023,12,Panthers,2,10:58,3rd,1,OWN,36,-2,"(10:58) (SHOTGUN) 6-M.SERS LEFT END TO CAR 34 FOR -2 YARDS (31-A.WINFIELD, 0-Y.DIABY)."
12/3/2023,12,Panthers,2,6:44,3rd,19,OWN,45,9,(6:44) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 15-J.MINGO TO TB 46 FOR 9 YARDS (9-J.TRYON; 31-A.WINFIELD).
12/3/2023,12,Panthers,2,2:00,3rd,22,OWN,28,6,(2:00) (SHOTGUN) 3-R.BLACKSHEAR RIGHT END TO CAR 34 FOR 6 YARDS (24-C.DAVIS).
12/3/2023,12,Panthers,2,0:19,3rd,6,OPP,41,9,"(:19) (SHOTGUN) 9-B.YOUNG SCRAMBLES LEFT TACKLE TO TB 32 FOR 9 YARDS (30-D.DELANEY). PENALTY ON CAR-67-J.MCCRAY, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TB 41 - NO PLAY."
12/3/2023,12,Panthers,2,0:11,3rd,16,OWN,49,0,(:11) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 19-A.THIELEN (31-A.WINFIELD).
12/3/2023,12,Panthers,1,9:51,3rd,10,OWN,15,0,"(9:51) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 15-J.MINGO. CAROLINA CHALLENGED THE INCOMPLETE PASS RULING,  THE PLAY WAS UPHELD. THE RULING ON THE FIELD STS. (TIMEOUT #1.)"
12/3/2023,12,Panthers,1,4:14,3rd,4,OWN,31,6,(4:14) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 19-A.THIELEN RAN OB AT CAR 37 FOR 6 YARDS (29-C.IZIEN). TB-52-K.BRITT WAS INJURED DURING THE PLAY.
12/10/2023,13,Panthers,4,14:18,3rd,8,OPP,17,-6,(14:18) (SHOTGUN) 9-B.YOUNG SACKED AT NO 23 FOR -6 YARDS (96-C.GRERSON).
12/10/2023,13,Panthers,4,10:29,3rd,1,OPP,46,1,(10:29) 6-M.SERS LEFT END RAN OB AT NO 45 FOR 1 YARD (56-D.DAVIS).
12/10/2023,13,Panthers,4,8:58,3rd,4,OPP,39,3,(8:58) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 30-C.HUBBARD TO NO 36 FOR 3 YARDS (53-Z.BAUN).
12/10/2023,13,Panthers,4,5:42,3rd,10,OWN,24,0,(5:42) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 11-I.SMITH-MARSETTE.
12/10/2023,13,Panthers,4,4:00,3rd,14,OWN,21,13,(4:00) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 15-J.MINGO TO CAR 34 FOR 13 YARDS (32-T.MATHIEU).
12/10/2023,13,Panthers,4,4:00,3rd,9,OWN,26,0,"(4:00) (SHOTGUN) PENALTY ON CAR-79-I.EKWONU, FALSE START, 5 YARDS, ENFORCED AT CAR 26 - NO PLAY."
12/10/2023,13,Panthers,4,2:56,3rd,1,OPP,46,14,(2:56) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 19-A.THIELEN TO NO 32 FOR 14 YARDS (29-P.ADEBO) [90-B.BRESEE].
12/10/2023,13,Panthers,4,1:55,3rd,2,OPP,24,-11,(1:55) (SHOTGUN) 9-B.YOUNG SACKED AT NO 35 FOR -11 YARDS (SACK SPLIT BY 56-D.DAVIS  93-N.SHEPHERD).
12/10/2023,13,Panthers,3,13:45,3rd,2,OPP,42,1,(13:45) (SHOTGUN) 21-J.WILLIAMS RIGHT END TO NO 43 FOR 1 YARD (8-J.HORN).
12/10/2023,13,Panthers,3,10:01,3rd,8,OWN,16,8,(10:01) (SHOTGUN) 9-B.YOUNG SCRAMBLES RIGHT END TO CAR 24 FOR 8 YARDS (31-J.HOWDEN).
12/10/2023,13,Panthers,3,8:27,3rd,6,OWN,28,19,(8:27) (SHOTGUN) 9-B.YOUNG PASS DEEP RIGHT TO 19-A.THIELEN RAN OB AT CAR 47 FOR 19 YARDS.
12/10/2023,13,Panthers,3,5:05,3rd,11,OPP,11,0,(5:05) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT.
12/10/2023,13,Panthers,2,12:26,3rd,1,OWN,45,2,(12:26) (SHOTGUN) 30-C.HUBBARD RIGHT GUARD TO CAR 47 FOR 2 YARDS (99-K.SAUNDERS; 93-N.SHEPHERD).
12/10/2023,13,Panthers,2,10:56,3rd,9,OWN,48,21,(10:56) (SHOTGUN) 9-B.YOUNG SCRAMBLES LEFT END RAN OB AT NO 31 FOR 21 YARDS (32-T.MATHIEU).
12/10/2023,13,Panthers,2,9:27,3rd,8,OPP,29,0,(9:27) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP MIDDLE TO 17-D.CHARK (27-I.YIADOM) [90-B.BRESEE].
12/10/2023,13,Panthers,2,4:48,3rd,2,OWN,26,0,(4:48) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT MIDDLE TO 15-J.MINGO (27-I.YIADOM).
12/10/2023,13,Panthers,2,2:34,3rd,1,OWN,33,13,"(2:34) (SHOTGUN) 30-C.HUBBARD RIGHT TACKLE TO CAR 46 FOR 13 YARDS (29-P.ADEBO, 56-D.DAVIS)."
12/10/2023,13,Panthers,2,1:18,3rd,8,OWN,48,6,(1:18) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 30-C.HUBBARD TO NO 46 FOR 6 YARDS (31-J.HOWDEN).
12/10/2023,13,Panthers,2,0:06,3rd,10,OPP,45,0,(:06) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 84-S.SULLIVAN.
12/10/2023,13,Panthers,1,14:16,3rd,7,OWN,18,0,(14:16) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 84-S.SULLIVAN.
12/10/2023,13,Panthers,1,7:57,3rd,1,OWN,29,2,"(7:57) (NO HUDDLE, SHOTGUN) 30-C.HUBBARD RIGHT GUARD TO CAR 31 FOR 2 YARDS (94-C.JORDAN)."
12/10/2023,13,Panthers,1,3:24,3rd,3,OWN,19,0,(3:24) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 19-A.THIELEN (27-I.YIADOM).
12/17/2023,14,Panthers,4,13:39,3rd,4,OPP,7,0,(13:39) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 19-A.THIELEN.
12/17/2023,14,Panthers,4,4:47,3rd,3,OWN,37,20,(4:47) (SHOTGUN) 9-B.YOUNG PASS DEEP RIGHT TO 15-J.MINGO TO ATL 43 FOR 20 YARDS (1-J.OKUDAH).
12/17/2023,14,Panthers,4,2:22,3rd,2,OPP,17,2,(2:22) 30-C.HUBBARD LEFT GUARD TO ATL 15 FOR 2 YARDS (94-A.HUGGINS; 93-C.CAMPBELL).
12/17/2023,14,Panthers,4,1:47,3rd,3,OPP,8,6,(1:47) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO ATL 2 FOR 6 YARDS (37-D.HELLAMS; 3-J.BATES).
12/17/2023,14,Panthers,4,0:22,3rd,4,OPP,4,0,(:22) 9-B.YOUNG KNEELS TO ATL 5 FOR -1 YARDS.
12/17/2023,14,Panthers,3,13:01,3rd,20,OPP,49,13,(13:01) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 82-T.TREMBLE TO ATL 36 FOR 13 YARDS (3-J.BATES).
12/17/2023,14,Panthers,3,4:29,3rd,15,OPP,0,0,"(4:29) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 17-D.CHARK. PENALTY ON ATL-24-A.TERRELL, DEFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT 50 - NO PLAY."
12/17/2023,14,Panthers,3,3:04,3rd,8,OPP,38,26,"(3:04) (SHOTGUN) 9-B.YOUNG PASS DEEP RIGHT TO 17-D.CHARK TO ATL 12 FOR 26 YARDS (55-K.ELLISS). PENALTY ON CAR-69-G.JACKSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 38 - NO PLAY."
12/17/2023,14,Panthers,3,2:27,3rd,18,OPP,48,0,(2:27) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 15-J.MINGO.
12/17/2023,14,Panthers,2,11:28,3rd,5,OWN,36,0,"(11:28) (SHOTGUN) PENALTY ON CAR-68-C.MAYS, FALSE START, 5 YARDS, ENFORCED AT CAR 36 - NO PLAY."
12/17/2023,14,Panthers,2,11:12,3rd,10,OWN,31,-1,(11:12) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 30 FOR -1 YARDS (93-C.CAMPBELL).
12/17/2023,14,Panthers,2,7:01,3rd,6,OWN,12,5,(7:01) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 15-J.MINGO TO CAR 17 FOR 5 YARDS (37-D.HELLAMS).
12/17/2023,14,Panthers,2,2:48,3rd,7,OWN,43,14,(2:48) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 84-S.SULLIVAN TO ATL 43 FOR 14 YARDS (34-C.PHILLIPS) [94-A.HUGGINS].
12/17/2023,14,Panthers,2,1:15,3rd,3,OPP,36,10,(1:15) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 30-C.HUBBARD RAN OB AT ATL 26 FOR 10 YARDS.
12/17/2023,14,Panthers,2,0:34,3rd,9,OPP,9,-6,(:34) (SHOTGUN) 9-B.YOUNG SACKED AT ATL 15 FOR -6 YARDS (96-Z.HARRISON).
12/17/2023,14,Panthers,1,7:28,3rd,2,OPP,34,1,(7:28) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO ATL 33 FOR 1 YARD (0-L.CARTER).
12/17/2023,14,Panthers,1,4:32,3rd,4,OWN,43,0,(4:32) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 19-A.THIELEN.
12/17/2023,14,Panthers,1,0:08,3rd,14,OWN,31,1,(:08) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 15-J.MINGO TO CAR 32 FOR 1 YARD (27-R.GRANT; 24-A.TERRELL).
12/24/2023,15,Panthers,4,12:57,3rd,4,OWN,43,0,(12:57) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 17-D.CHARK.
12/24/2023,15,Panthers,4,9:31,3rd,1,OPP,36,13,"(9:31) 11-I.SMITH-MARSETTE LEFT END PUSHED OB AT GB 23 FOR 13 YARDS (21-E.STOKES). PENALTY ON CAR-68-C.MAYS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED BETWEEN DOWNS."
12/24/2023,15,Panthers,4,7:30,3rd,12,OPP,40,16,"(7:30) (NO HUDDLE, SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 17-D.CHARK TO GB 24 FOR 16 YARDS (23-J.ALEXER). FUMBLES (23-J.ALEXER), RECOVERED BY CAR-82-T.TREMBLE AT GB 23. PENALTY ON GB-95-D.WYATT, UNSPORTSMANLIKE CONDUCT, 12 YARDS, ENFORCED AT GB 23. GREEN BAY CHALLENGED THE PASS COMPLETION RULING,  THE PLAY WAS UPHELD. THE RULING ON THE FIELD STS. (TIMEOUT #1.)"
12/24/2023,15,Panthers,4,5:06,3rd,2,OWN,38,20,"(5:06) (SHOTGUN) 9-B.YOUNG PASS DEEP LEFT TO 17-D.CHARK TO GB 42 FOR 20 YARDS (36-A.JOHNSON). PENALTY ON GB-36-A.JOHNSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT GB 42."
12/24/2023,15,Panthers,3,12:15,3rd,1,OWN,37,3,(12:15) 30-C.HUBBARD RIGHT TACKLE TO CAR 40 FOR 3 YARDS (21-E.STOKES).
12/24/2023,15,Panthers,3,9:23,3rd,7,OPP,44,6,(9:23) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 84-S.SULLIVAN TO GB 38 FOR 6 YARDS (34-J.OWENS).
12/24/2023,15,Panthers,2,14:05,3rd,7,OWN,26,19,(14:05) (SHOTGUN) 9-B.YOUNG PASS DEEP MIDDLE TO 17-D.CHARK TO CAR 45 FOR 19 YARDS (34-J.OWENS) [91-P.SMITH].
12/24/2023,15,Panthers,2,11:59,3rd,5,OPP,0,17,(11:59) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 19-A.THIELEN TO GB 33 FOR 17 YARDS (36-A.JOHNSON; 21-E.STOKES).
12/24/2023,15,Panthers,2,4:56,3rd,2,OPP,38,0,(4:56) 30-C.HUBBARD UP THE MIDDLE TO GB 38 FOR NO GAIN (93-T.SLATON).
12/24/2023,15,Panthers,2,0:35,3rd,10,OWN,23,9,(:35) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 84-S.SULLIVAN RAN OB AT CAR 32 FOR 9 YARDS [91-P.SMITH].
12/24/2023,15,Panthers,1,13:31,3rd,8,OWN,17,0,(13:31) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 82-T.TREMBLE.
12/24/2023,15,Panthers,1,11:44,3rd,9,OWN,33,0,(11:44) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 19-A.THIELEN.
12/24/2023,15,Panthers,1,5:32,3rd,10,OPP,34,0,(5:32) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 84-S.SULLIVAN.
12/31/2023,16,Panthers,4,15:00,3rd,6,OWN,41,4,(15:00) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 15-J.MINGO TO CAR 45 FOR 4 YARDS (37-T.HERNDON).
12/31/2023,16,Panthers,4,12:21,3rd,8,OPP,46,-4,(12:21) (SHOTGUN) 9-B.YOUNG SACKED AT 50 FOR -4 YARDS (44-T.WALKER).
12/31/2023,16,Panthers,4,10:07,3rd,7,OPP,29,0,(10:07) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 17-D.CHARK (32-TY.CAMPBELL).
12/31/2023,16,Panthers,4,7:13,3rd,10,OWN,10,5,"(7:13) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 19-A.THIELEN TO CAR 15 FOR 5 YARDS (37-T.HERNDON, 23-F.OLUOKUN)."
12/31/2023,16,Panthers,3,13:41,3rd,5,OWN,30,2,(13:41) (SHOTGUN) 9-B.YOUNG SCRAMBLES LEFT END TO CAR 32 FOR 2 YARDS (33-D.LLOYD).
12/31/2023,16,Panthers,3,10:42,3rd,2,OWN,33,0,(10:42) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 80-I.THOMAS.
12/31/2023,16,Panthers,3,0:18,3rd,2,OWN,45,0,"(:18) (SHOTGUN) PENALTY ON CAR-79-I.EKWONU, FALSE START, 4 YARDS, ENFORCED AT CAR 45 - NO PLAY."
12/31/2023,16,Panthers,2,13:57,3rd,8,OWN,24,-10,(13:57) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 14 FOR -10 YARDS (44-T.WALKER).
12/31/2023,16,Panthers,2,5:24,3rd,12,OWN,23,-11,(5:24) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 12 FOR -11 YARDS (41-J.ALLEN).
12/31/2023,16,Panthers,2,2:00,3rd,3,OWN,32,-7,(2:00) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 25 FOR -7 YARDS (41-J.ALLEN).
12/31/2023,16,Panthers,2,0:37,3rd,4,OWN,48,0,(:37) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 30-C.HUBBARD.
12/31/2023,16,Panthers,1,7:18,3rd,2,OWN,33,9,(7:18) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 11-I.SMITH-MARSETTE TO CAR 42 FOR 9 YARDS (26-A.JOHNSON).
12/31/2023,16,Panthers,1,4:32,3rd,3,OPP,38,0,(4:32) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 84-S.SULLIVAN (2-R.JENKINS).
12/31/2023,16,Panthers,1,2:18,3rd,7,OPP,21,0,(2:18) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT MIDDLE TO 82-T.TREMBLE (23-F.OLUOKUN).
1/7/2024,17,Panthers,4,8:56,3rd,1,OWN,46,0,"(8:56) (NO HUDDLE, SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO CAR 46 FOR NO GAIN (54-L.DAVID; 31-A.WINFIELD)."
1/7/2024,17,Panthers,3,13:39,3rd,8,OWN,17,0,"(13:39) (SHOTGUN) PENALTY ON TB-7-S.BARRETT, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT CAR 17 - NO PLAY."
1/7/2024,17,Panthers,3,13:18,3rd,3,OWN,22,6,(13:18) 30-C.HUBBARD UP THE MIDDLE TO CAR 28 FOR 6 YARDS (45-D.WHITE).
1/7/2024,17,Panthers,3,10:09,3rd,12,OWN,44,5,(10:09) (SHOTGUN) 30-C.HUBBARD RIGHT TACKLE TO CAR 49 FOR 5 YARDS (0-Y.DIABY).
1/7/2024,17,Panthers,3,4:29,3rd,5,OPP,49,6,(4:29) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 11-I.SMITH-MARSETTE PUSHED OB AT TB 43 FOR 6 YARDS (27-Z.MCCOLLUM).
1/7/2024,17,Panthers,3,3:04,3rd,6,OPP,39,1,(3:04) 30-C.HUBBARD UP THE MIDDLE TO TB 38 FOR 1 YARD (7-S.BARRETT; 0-Y.DIABY).
1/7/2024,17,Panthers,3,0:45,3rd,5,OPP,25,-9,(:45) (SHOTGUN) 9-B.YOUNG SACKED AT TB 34 FOR -9 YARDS (31-A.WINFIELD).
1/7/2024,17,Panthers,2,12:29,3rd,4,OPP,43,43,"(12:29) (SHOTGUN) 9-B.YOUNG PASS DEEP LEFT TO 17-D.CHARK FOR 43 YARDS, TOUCHDOWN. THE REPLAY OFFICIAL REVIEWED THE RUNNER BROKE THE PLANE RULING,  THE PLAY WAS REVERSED. (SHOTGUN) 9-B.YOUNG PASS DEEP LEFT TO 17-D.CHARK TO TB 1 FOR 42 YARDS (31-A.WINFIELD). FUMBLES (31-A.WINFIELD), RECOVERED BY TB-35-J.DEAN AT TB 0. TOUCHBACK."
1/7/2024,17,Panthers,2,10:04,3rd,9,OWN,22,7,(10:04) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 82-T.TREMBLE TO CAR 29 FOR 7 YARDS (24-C.DAVIS; 7-S.BARRETT).
1/7/2024,17,Panthers,2,3:18,3rd,8,OWN,25,5,(3:18) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 80-I.THOMAS TO CAR 30 FOR 5 YARDS (27-Z.MCCOLLUM).
1/7/2024,17,Panthers,2,1:25,3rd,9,OWN,21,0,(1:25) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 17-D.CHARK.
1/7/2024,17,Panthers,1,9:40,3rd,4,OWN,43,-8,(9:40) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 35 FOR -8 YARDS (0-Y.DIABY).
1/7/2024,17,Panthers,1,3:18,3rd,4,OWN,40,-3,(3:18) (SHOTGUN) 30-C.HUBBARD LEFT TACKLE TO CAR 37 FOR -3 YARDS (45-D.WHITE).
